,0,1,2,3,4,5,6,7,8
332,Data Engineer,Seattle Cancer Care Alliance,3.8 out of 5 star rating,save job - more...,"
            This includes designing and implementing strategies for new data acquisition, data distribution, and workflow orchestration as the data warehouse expands its…",108 reviews,https://www.indeed.com//cmp/Seattle-Cancer-Care-Alliance/reviews?campaignid=cmplinktst2&amp;from=SERP&amp;jt=Data+Engineer&amp;fromjk=9f94784bf7fab80d&amp;jcid=bcb8a8917771192d,NULL,https://www.indeed.com/rc/clk?jk=9f94784bf7fab80d&fccid=bcb8a8917771192d&vjs=3
333,Data Analyst II (Healthcare Analytics) - West,Centene Corporation,3.2 out of 5 star rating,Centene,"
            3+ years of experience working with large databases, data verification, and data management. Interpret and analyze data from multiple sources including claims,…","1,592 reviews",https://www.indeed.com//cmp/Centene/reviews?campaignid=cmplinktst2&amp;from=SERP&amp;jt=Data+Analyst+II+%28Healthcare+Analytics%29+-+West&amp;fromjk=fff89cf65a2d48c3&amp;jcid=724df2c3930304da,NULL,https://www.indeed.com/rc/clk?jk=fff89cf65a2d48c3&fccid=5ece327da33e0274&vjs=3
334,Data Engineer,Pluralsight,4.2 out of 5 star rating,27 days ago,"
Data Governance, Data Quality, MDM, Lineage, Data Catalog etc. Data management, data processing and curation: Knowledge of data management fundamentals and data…",15 reviews,https://www.indeed.com//cmp/Pluralsight/reviews?campaignid=cmplinktst2&amp;from=SERP&amp;jt=Data+Engineer&amp;fromjk=680aef9fd1af59a0&amp;jcid=66db277151ff822d,NULL,https://www.indeed.com/rc/clk?jk=680aef9fd1af59a0&fccid=51dc2e5aecda9e29&vjs=3
335,"Data Scientist, Home Loans",Zillow Group,3.8 out of 5 star rating,save job - more...,"
            Data-hungry and make almost all decisions using data. Dive into our internal data (think Hive, Presto, SQL Server, My SQL, Redshift, Python, Mode Analytics,…",114 reviews,https://www.indeed.com//cmp/Zillow/reviews?campaignid=cmplinktst2&amp;from=SERP&amp;jt=Data+Scientist%2C+Home+Loans&amp;fromjk=6407835ab7e09751&amp;jcid=a9fa2e905ec81978,NULL,https://www.indeed.com/rc/clk?jk=6407835ab7e09751&fccid=913e1b259c8d65e2&vjs=3
336,            Financial Analyst,Capital Pacific,NULL,28 days ago,"
            Communicate workflow and timing to senior analyst. Compile, categorize, calculate,, audit, and verify information or data.",NULL,NULL,NULL,https://www.indeed.com/company/Capital-Pacific/jobs/Financial-Analyst-70c13a2ac96c9114?fccid=efc372c15b099910&vjs=3
337,            Language Data Specialist,"Amazon.com Services, Inc.",3.6 out of 5 star rating,Amazon.com,"
            The Data Specialist must have a passion for data, efficiency, and accuracy. In addition, the Data Specialist will be asked to handle unique data analysis…","37,103 reviews",https://www.indeed.com//cmp/Amazon.com/reviews?campaignid=cmplinktst2&amp;from=SERP&amp;jt=Language+Data+Specialist&amp;fromjk=0fdef957a025ed5b&amp;jcid=f75d974cf34d64ad,NULL,https://www.indeed.com/rc/clk?jk=0fdef957a025ed5b&fccid=fe2d21eef233e94a&vjs=3
338,Data Scientist,ProCogia,NULL,Sponsored,"
            Lead and/or manage a small team of junior data scientists and data analysts. Data Scientist or Data Scientist position with ProCogia.",NULL,NULL,"Seattle, WA",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0D5CHHYulb2hBoFIiSEderkGIZ2vzThWQzOkMvN4mGUFWeFSGYXYWuE6FbQerz9cq8JkqcXbnAndd0iIWxn18bv9RBJFddrVRRDeUR43PbBZKUz4-XoQiTcXIf4gNKBMdmsq865pauxTlLQt3kb01me3L_vaYN36Y_hYQOLYahdPWb3KS-xSrzZK53gBIhT8SSo_8RlB8Xk-9GrVLnkiXLHZ1wJUTOGxxEocCEAebYsGJso82RT2n_S6WgB86GF75u9lWdvpEXDY53u3URz9q3CqOzo5BMISzSfnf7EZp5GDX7NI9gIs-iGOWH_keMDBlPgsRI7Utn3oYNx7e30y__ALjLts5jCbrE7-K2aTRtyEzgfFM9rGrqEMZnX2dJX0WSsHzR1ttQEeoJsv7Au0DEhWgqGfOCl_x4CGM0oYFN8JPxsXJO8cuX3&p=14&fvj=1&vjs=3
339,"            Business Analyst, Data Strategy and Reporting",Liberty Mutual Insurance,3.6 out of 5 star rating,Sponsored by Liberty Mutual,"
            Minimum of 3 to 5 years or more of relevant work experience. Experience with databases and the ability to manipulate and query large data sets required.","3,562 reviews",https://www.indeed.com//cmp/Liberty-Mutual/reviews?campaignid=cmplinktst2&amp;from=SERP&amp;jt=Business+Analyst%2C+Data+Strategy+and+Reporting&amp;fromjk=c72c5dff75d26ff7&amp;jcid=f33a9750898d12d4,"Seattle, WA 98101 (Downtown area)",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0D19kSVUiNzG2UWy1lRGehFMusHrHGUl8ru40ax50wmt70adJ5mjPT4xW75YB97Ri-8lOB3BvV3jFQ7Mn8TranDgY56kqg7PFw1Iuux12ljCTQ2uvMtXVU4otUFIXuoHFcIRnReYXkknst1H6DT7eohx3URijjB_w2YMflMvIui1fXRbZMmfptCXgx26o6gHtns4vThEDTHRREEFLLy1xNiyoizIHncl7DDTJirs46lBO7S50uCEfYKA0MvIuRTs1rimUgaIW9R1a5746uiROh7GTSHemvMxFYW37hWaK8rTVokK4JtUNacpJTsUK7rRrjBUofEsrP_TRmPCtI6R1IiE-DyWE0ZeYKaTyICSnbHqg9eAJamsVTKxB1VQZZnQ0fP7SqudR9bN1Bwa5TCjvhEUm-Z56_TERkQ1DbnkUfq8X1fBw0RGN4_qtPnJM3t7suwNIJbWxhyqBXJXoUSesnry8FfJF6QbapAGpxNKLn6KLaMzp0KUoTlV7f0kAj-pCF0higcb9T0JQ56VooDgF8s4Pbg1DW8-6Lt77rKI8kZmpBCCzX45-afL0BcaUOJQSYQV1bKCzF1OUdudvVCN0AM3iktjgjs_SawMNWJ9GDztJZA49y-hDkZHXu24kr73J1slWjs0N-hYs6GD8I6NJ3QEvzEPu1NNFEqQvf-CRLu4gha3HWdUjlgfFFMaYBh-qk2tw0HnJM6BFtnLIizr718Qs7wVz-n1rGb0MjteGVmLZ9709AehHO2wYBr2qqLmuJmgwqBvUsYjYwdIUQ9fWDejTtw7-W0iHHfMRQ5azjTvz1xfLfBHC-zFDdeviQGvMqU1_PGnM8W6w==&p=15&fvj=0&vjs=3
340,"Analyst, Advertiser Insights",Meredith Corporation,3.7 out of 5 star rating,save job - more...,"
            Create new digital analyses with internal and external data; If you are a creative problem solver and a high-performance, numbers-savvy individual, consider…",125 reviews,https://www.indeed.com//cmp/Meredith-Corporation/reviews?campaignid=cmplinktst2&amp;from=SERP&amp;jt=Analyst%2C+Advertiser+Insights&amp;fromjk=597190c2e1a6991f&amp;jcid=1f420427b06ff1e7,NULL,https://www.indeed.com/rc/clk?jk=597190c2e1a6991f&fccid=1f420427b06ff1e7&vjs=3
341,            Marketing Data Analyst,BECU,3.9 out of 5 star rating,15 days ago,"
            Proficiency in reporting and using visual data analytics tools like Tableau, PowerBI, or Google Data Studio required. Perform other duties, as assigned.",113 reviews,https://www.indeed.com//cmp/Becu/reviews?campaignid=cmplinktst2&amp;from=SERP&amp;jt=Marketing+Data+Analyst&amp;fromjk=82ae0792464b3185&amp;jcid=76a6af62bf76c6bb,NULL,https://www.indeed.com/rc/clk?jk=82ae0792464b3185&fccid=76a6af62bf76c6bb&vjs=3
342,"Analyst, Venture","PitchBook Data, Inc.",NULL,save job - more...,"
            Our Research Analyst group is looking to hire an Analyst to join our venture team. Manage research pipeline and analyst workflow.",NULL,NULL,NULL,https://www.indeed.com/rc/clk?jk=0707684c0aadb787&fccid=821604d99da8f384&vjs=3
343,            Senior Data Analyst,Microsoft,4.2 out of 5 star rating,save job - more...,"
            Advanced working knowledge of data mining using SQL, ETL and Data Warehouses. Partner with data engineering to design efficient and scalable solutions.","5,968 reviews",https://www.indeed.com//cmp/Microsoft/reviews?campaignid=cmplinktst2&amp;from=SERP&amp;jt=Senior+Data+Analyst&amp;fromjk=9dfeae20733034bc&amp;jcid=734cb5a01ee60f80,NULL,https://www.indeed.com/rc/clk?jk=9dfeae20733034bc&fccid=734cb5a01ee60f80&vjs=3
344,            Product Analyst,Homesite Insurance,3.1 out of 5 star rating,save job - more...,"
            The Product Analyst may participate in the analysis and implementation of new products ; The Product Analyst is responsible for conducting reviews of rates,…",179 reviews,https://www.indeed.com//cmp/Homesite-Insurance/reviews?campaignid=cmplinktst2&amp;from=SERP&amp;jt=Product+Analyst&amp;fromjk=39c4af374601da73&amp;jcid=b9ca7ec1464dfa21,NULL,https://www.indeed.com/rc/clk?jk=39c4af374601da73&fccid=b9ca7ec1464dfa21&vjs=3
345,            Sales Commissions Analyst,INTERMEDIA,3.7 out of 5 star rating,save job - more...,"
            This is a highly manual role that requires an impeccable attention to detail and will include preparing statements and monthly reports for the Account…",71 reviews,https://www.indeed.com//cmp/Intermedia/reviews?campaignid=cmplinktst2&amp;from=SERP&amp;jt=Sales+Commissions+Analyst&amp;fromjk=6fa6f2b827a043bb&amp;jcid=ecc7b9c92817a401,NULL,https://www.indeed.com/rc/clk?jk=6fa6f2b827a043bb&fccid=ecc7b9c92817a401&vjs=3
346,"            REPORTING ANALYST, BUSINESS INTELLIGENCE",Compass Group,3.3 out of 5 star rating,Compass Group USA,"
            The ability to conceptualize, design and develop data visualization solutions that synthesize complex data concepts into clear communication.","4,435 reviews",https://www.indeed.com//cmp/Compass-Group/reviews?campaignid=cmplinktst2&amp;from=SERP&amp;jt=REPORTING+ANALYST%2C+BUSINESS+INTELLIGENCE&amp;fromjk=1c548f15263bf0c0&amp;jcid=c55f4ad42cee2cd3,NULL,https://www.indeed.com/rc/clk?jk=1c548f15263bf0c0&fccid=c55f4ad42cee2cd3&vjs=3
347,            Visualization Analyst,REI,4.1 out of 5 star rating,4 days ago,"
            Extracts data from various sources and builds performant datasets. Crafts stories through data that guide stakeholders to actionable insights.",548 reviews,https://www.indeed.com//cmp/Rei/reviews?campaignid=cmplinktst2&amp;from=SERP&amp;jt=Visualization+Analyst&amp;fromjk=ce847e60c392ada9&amp;jcid=b0157d60f7e532f6,NULL,https://www.indeed.com/rc/clk?jk=ce847e60c392ada9&fccid=b0157d60f7e532f6&vjs=3
348,            Sales Analyst,Karat,NULL,save job - more...,"
            Able to communicate complex data in a simple way. Interviewing is a universal experience, but it is no one's job. Manage sales forecast and pipeline.",NULL,NULL,NULL,https://www.indeed.com/rc/clk?jk=509467a21f865a25&fccid=2cbb6eb59d67005f&vjs=3
349,            Payments Business Analyst ( Spanish ),"Amazon.com Services, Inc.",3.6 out of 5 star rating,Amazon.com,"
Data driven and can successfully obtain and use data to support arguments. The Payments Business Analyst is responsible for driving operational excellence…","37,103 reviews",https://www.indeed.com//cmp/Amazon.com/reviews?campaignid=cmplinktst2&amp;from=SERP&amp;jt=Payments+Business+Analyst+%28+Spanish+%29&amp;fromjk=8c49d861c5b61ba9&amp;jcid=f75d974cf34d64ad,NULL,https://www.indeed.com/rc/clk?jk=8c49d861c5b61ba9&fccid=fe2d21eef233e94a&vjs=3
350,"            Senior Business Analyst, Data Strategy and Reporting",Liberty Mutual Insurance,3.6 out of 5 star rating,Sponsored by Liberty Mutual,"
            Business Analyst (Grade 13) or Senior Business Analyst (Grade 15). Works with business leaders and end-users to understand the organization’s reporting and data…","3,562 reviews",https://www.indeed.com//cmp/Liberty-Mutual/reviews?campaignid=cmplinktst2&amp;from=SERP&amp;jt=Senior+Business+Analyst%2C+Data+Strategy+and+Reporting&amp;fromjk=ec0c26573b4a6162&amp;jcid=f33a9750898d12d4,"Seattle, WA 98101 (Downtown area)",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0D19kSVUiNzG2UWy1lRGehFMusHrHGUl8ru40ax50wmt70adJ5mjPT4xW75YB97Ri8M0wiTiY6p8XIM8SK6-sni7znurpJeERLvtpXv4-1b1ldaRvXHn0NvWqGW_X06BwtyqOw40PYiOwyX8Xuj4MSHwnYfDYqW9Ukw0CsyM-MFf9sGBpn__NrCBdaFDTK69kzHF65yfcHHwJ2jppvPvYXxZjArAF0syt5r9eYDx5HDJB1CB1BQm_bc0k1RK-XOQfZ3PYvv-VRAcHy4KSfarHL-tZo7qQPOZIUkRBnHQkZFpTnUTX80rMmvkOCV_OjfpaHmYTLr41mkpclLYv_H062jmLKUuRApXnbuZ9qpSoiXcG4LHodDjzfCFdG6Qbm333abx3QHHRQAC1CHUoLrG3uqcDwuVhkes9WFDOwVvk1OSL5eLNc4H471xasibjBXLj5Pskye6f88Re_wnJ5gi-Ig14BwzWMe6V4FnDslSCIcblg15oFJYDzTVJydSdGvrGQXAfVRWros6X1oC5YYrsILnc10BDxtNz_CFLlcy66yxwmmoOkZX79oW-ViycwciFKYSXFGDojhqKu4ryRMkmyfbJgnMXwXRcm-wq6EP-Ky-KcLYEXx_9LeuF9cX9vqbR-gZV1XUhwUzEAEwwbR5IwpJmZEePpGa0nKd2WD0kTWq-zEqsXHmlg2PNaYoLbkRUgSkJ7kGJUYgw6g1jz268glJF3jizMiwq5svH_2Yt_oI8MpIDtuhZn2oA1zNMjdDP21NjT6yMcvgubVkJ9WeI8j5ZImmfcbCUTpMmJEnUPrYbdxFmbACHlLyHVlAEWl6w0rSF4f_fkv4TfIA4QwE_RJ&p=10&fvj=0&vjs=3
351,            Jr. Programmer analyst,People tech group,3.8 out of 5 star rating,Sponsored,"
            Programmer analyst roles and responsibilities. Knowledge on data structure concepts. Long term/ Full time employment.*. Please find the below Jr.",69 reviews,https://www.indeed.com//cmp/People-Tech-Group/reviews?campaignid=cmplinktst2&amp;from=SERP&amp;jt=Jr.+Programmer+analyst&amp;fromjk=587071805c0847d1&amp;jcid=6183bad18ec78af9,"Redmond, WA",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C2UUPW2tVhfpZrjs__OcwgoZzfO93HUtBUcPCT5kT-Ff-9gmsqs8yn90Cp2CBaFG0jiCfqzGs63TZ_hTUUwiGfBjFeVzW_-Km7n3sV6bKwOWuLYqqq-4ZGXnETPN_QOsxfnnTtW9imFeMJRIIC15OVgf2pVLkTKG94zpzvW1SonpokVv0TAPyYs_YOqOu5d5n-GxNJlAPJ124hwmwKsPzzE1Ozz5V5G0wa600fNZo6XtwMs8eF9elpYLJBphdvcyurcBKSCM0Q7PyZHCa85FfnmSPW3Ljjn1IxYJQLmDONIwBvvMUzAFiwPrERzEHs-22nnI5GH645tc4GZ_e404KJpQ_ZkKWTn785D8SZvugceY9h0UUEiQpw5k5KCqKdZG1t4mheB1AIZCaPa0CLdG6hccmD7mAkdBO2HNlZeGRUvogIEqdUcd0JEs-p4hw8_OlvR8hLy864og==&p=11&fvj=1&vjs=3
352,Data Analyst,"Rouse-Consulting, LLC",NULL,Sponsored,"
            1 year Federal Human Resources or Data Analyst experience preferred. Serve as a Data analysis in a Navy (SWFPAC Kitsap Naval Base) activity on data analysis and…",NULL,NULL,"Kitsap County, WA",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0B5L5St1PbTaS2tHmXk0vgYu1YmejyaNasl_qbngOaOPRwR7FuR_s4hucUR72yaNYRzDsP0TtIFtu-JtltJMJTQaBBk6S2eZzoqoP1M5JXhN1EPco116aERP1t1_JTVjXEgdG63l3xcsBQxSGktM_nJGcjFMNX3e8xPrOp0GpCW0Bi3vMvCBoBRGjznn3InbvWE0T5hEu0HCWLY2K011I58KXeyE9MkgjH8BLrllpo3BPAFrq9LLiP8thyBkqHk80TMWhuv1diTAjVQEMLty97UR2Z5_u74-XCyVR6AMY8OFZjuTDRzjH87UmmvbfKieC6HppBMT5vXCZ4bztjOfVwXYejxw17QBR1HGWCTpG7_Oc21NAjer72xllGzg5fchmxjD3hOz-kO0C8IwyNtfZLfsikvDSMFU3R3P9i7KE4UvA==&p=12&fvj=1&vjs=3
353,            Information Security Analyst,SoundCommerce,NULL,Sponsored,"
            A deep understanding of cyber-security threats, vulnerabilities, controls and remediation strategies in customer data environments.",NULL,NULL,"Seattle, WA 98103 (Green Lake - Wallingford area)",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Az_i20vcmGhVa66XtniyV9BVk0hjLJm0m4HA0ch1lx6p5ecm-bGuGwmIcQRuPBxCihSNDsmr5kv6X5O8zqNp9uPOnP4jeD5zopCkIH96UhipBT6oo6LGw75jYcBf1M4DVVra8a1KLXhxVs5uz6Vm33pwIWXK_altiQe2eb0wWAuzI39lFsRpVIDpQUfAoiVEC5L2LBfSaUZhphxeF1nJ9ch-emaTFBaF8Ep94w3Nez8V_hC8Pq5zkspExK-dNUldTWgFyfCpAAp4Nbdv_DNPdQvm5YJYXf9Kj7p0nv2FQEt8bYq5bqUxDBNV4yo_BAQ82BLdHMqqmT3e_-QcOrhcz0iMznm7tg2MpTqWMosAenHLvvHLeq1Vt27WPc1kfA34yQ1-NIRfbQm_tF3k-GRyGXe8vYmni4VEEiEcPPvL57HlNvoBx_xNGxSz4IPEyk00PBYkOC8AKQSA==&p=13&fvj=1&vjs=3
354,Data Scientist,ProCogia,NULL,Sponsored,"
            Lead and/or manage a small team of junior data scientists and data analysts. Data Scientist or Data Scientist position with ProCogia.",NULL,NULL,"Seattle, WA",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0D5CHHYulb2hBoFIiSEderkGIZ2vzThWQzOkMvN4mGUFWeFSGYXYWuE6FbQerz9cq8JkqcXbnAndd0iIWxn18bv9RBJFddrVRRDeUR43PbBZKUz4-XoQiTcXIf4gNKBMdmsq865pauxTlLQt3kb01meqmaCVuE6oEYnl6tu0bQYKeLB_ZKLE_b2IY88QSiijqG6jMvuTEc4g2Ogkh_2G7MrnMIlXRTNqg4_xL0sYZ0ClbKKNsLIW_97q5hDQTxbXTbAIrG2pVZSKw0KikcDuYcWUUo05wMlpKTsBDHpJamcqyEdcDXArJahSTatAcgyRddQJDhCj2T5Thmwzxf6D9flUYZbnYAN4S_CIxvjhrAx1N3fkq6iox3wtqHksKb_TQH3sdZXxOQUGZ_i497O_CEo05g-gigx_7NjZMX0m-3X2KxjIbJycwe1&p=14&fvj=1&vjs=3
355,Data Scientist - Experimentation,Apple,4.2 out of 5 star rating,Sponsored,"
            Experience developing data science pipelines & workflows in Python, R or equivalent programming language. Experience with big data processing (Spark, Hive, Pig)…","8,015 reviews",https://www.indeed.com//cmp/Apple/reviews?campaignid=cmplinktst2&amp;from=SERP&amp;jt=Data+Scientist+-+Experimentation&amp;fromjk=2c0b42cf29ef2d2a&amp;jcid=c1099851e9794854,"Seattle, WA",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0D4BtUbIrDMkalq6ptvGBorBWk-T6D_x1TipmER1OxNA9z07-yGEh2dSWRzX8wqAptsRjT2eNxmEdfnGdo_IJMX53AgyT4UUSpt_17ZCg_KJtWfQDqEfTwwNlf5HBJ-0cI0272ca_QMiViHy5Ob2NUJw1hfS4MaEM17WCbiqqLOvG6Udprmd9qDTxateOYg6YAADbTbUeH_zzjh2RBRDakqvzYEAAnPWyBWNVUxBlFJC_RLW1RwFSrkpD98FNK-EnAXrb7VVm8vnsw0v0YOCi8JBdARx8TZYorAMIC60Ine2eVP9JYo56pTcK9sZ3kgNWIVsQ_JJ-9Sh_EnVBr_9PR4qrNfMmZyoBxn9pDB-VPa-1eZ99h1s1C3-Mg8E12hkV7CGS0en4ZEQbJmBajsQo4ajgHwmM3Gg_HsFcLGfwaU4vCHQd4Nsc52j6-YNMn4o1NzZK-PbCclFVX-AfiO6R1rt0Hp2zZUtFwIvvPxBqEFwlTvzbUGY-CXWz7JqBUNZ08XgXmUX5ldC2zsPRF1j2AJbExrCHxJ3Jm-Si2HNBBoZgFTNxhNQT-6Yo_a03bBB-We8-MDSRvpdO1W5CE3vNpVHSs1dC1bmMS9dzuBCzv5NWmC65FIMs3VP3UHW4mDuCo=&p=15&fvj=0&vjs=3
356,"            Business Analyst, Data Strategy and Reporting",Liberty Mutual Insurance,3.6 out of 5 star rating,Sponsored by Liberty Mutual,"
            Minimum of 3 to 5 years or more of relevant work experience. Experience with databases and the ability to manipulate and query large data sets required.","3,562 reviews",https://www.indeed.com//cmp/Liberty-Mutual/reviews?campaignid=cmplinktst2&amp;from=SERP&amp;jt=Business+Analyst%2C+Data+Strategy+and+Reporting&amp;fromjk=c72c5dff75d26ff7&amp;jcid=f33a9750898d12d4,"Seattle, WA 98101 (Downtown area)",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0D19kSVUiNzG2UWy1lRGehFMusHrHGUl8ru40ax50wmt70adJ5mjPT4xW75YB97Ri-8lOB3BvV3jFQ7Mn8TranDgY56kqg7PFw1Iuux12ljCTQ2uvMtXVU4otUFIXuoHFfA7nst_h50ggJ20KjiBzlcWsU1bnKtH-I8agWZLO3bVCmTMCnyRNapcB61MVEpXBskykChLDX_YIORw_R28P-WTSZmV0nkAwMYvWJ_Zx7W7ikH0XIssZW1HdVvSuzTTX1Ae4834WillEim70oqYbenoQs29ngKP1zq7uQaH4HMudB4qbc2rVDzDFcr-HXqLXPwdJq2F3Jza14F-AFitnm9fGDhZTBKkhb1rJr_KgdSV5Uu-rDWxk6uvLbXOoMlSIpf3qPh8OIMbXRrJAcrwz5N9l2iXQUYLW7rCQPg3pksvQOJJv8Ah2tYW35Imfj3Hrn7tDLWisReMzvFVRoW7yIkI6FlCydAhYp2A6PH3auoiPK2zx06UQ8rN6meZ3MF9YEM69gCfa_wpYGXdebQeC844wy4FJMwzfJ9FxRxmA8CqlkDLnugOcTHQfc8duSLAlGitTV1rElorR9XylCn-B8nbv_KQvDFKAPaHsri4MzOs4YibFNAQyHGgweTVK3zYVfFCDahaK4Vww7J12hdXjqXMnBEyHUC-U4nz36PxZDhcrer1CQifFTDFcH-4PtNaiIJa5lMDoI4dmPFNavZSPEO6YQjK9TTUYyTYkCY2tNiVzO-DLR5A4FC2sjfFiIowk_PCq2ZEJzfL-T00w_e3VaJxphIAVIeHcIZdCxAvv0qdtl99tQw17PaU04nNygCJ_schXh9_tfe3A==&p=16&fvj=0&vjs=3
357,Data Analyst,Alaska National Insurance Company,3.8 out of 5 star rating,Sponsored,"
            Reports to the Data Management and Reporting Supervisor. Analyze and validate data on weekly and monthly basis. Provide insight to the lines of business.",32 reviews,https://www.indeed.com//cmp/Alaska-National-Insurance-Company/reviews?campaignid=cmplinktst2&amp;from=SERP&amp;jt=Data+Analyst&amp;fromjk=078ce2fbe1646c68&amp;jcid=2459a2b27412c227,"Seattle, WA 98104",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0D82P7a3u0o0AGGWpiFGnp-QdmtNPLkMSyORFObqwxgWpzvUL4zo2b9EjRaRRxhAs_S5ClkGWumn1AQ03VhFykOxO-K7k9bPBmb5F_7H7pSgtbftQU_GLtMStS7-H1UDxlc-XGOtg5AxtsLmw_DnIKqti_vzz4oJ20u5q7tmuhQV4CHlFzbXoq23_LBMCNijx5xkQTEwsctL1NTKDlS96kypuS18Bo8jQ6Lsg1DprJnItyANoG5MGaJeo66CF767CvgJNZwrKFtzsa1cCa-GmpDIqrzIZ1x2TSy5D40YNj5DsPrCBoq0L8KOvVr-f8XoLFTqd0iISSlr7Vaq1rWk-5TtjYn3CdZUUO9OsKdPwfZ_CaAN5yFfNnICWeUodF2_qocr78qlQCAtCOGXK2ngymCvK74Bp5biVU_Qy08mI51jA==&p=17&fvj=1&vjs=3
358,Data Analyst,Alaska National Insurance Company,3.8 out of 5 star rating,Sponsored,"
            Reports to the Data Management and Reporting Supervisor. Analyze and validate data on weekly and monthly basis. Provide insight to the lines of business.",32 reviews,https://www.indeed.com//cmp/Alaska-National-Insurance-Company/reviews?campaignid=cmplinktst2&amp;from=SERP&amp;jt=Data+Analyst&amp;fromjk=078ce2fbe1646c68&amp;jcid=2459a2b27412c227,"Seattle, WA 98104",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0D82P7a3u0o0AGGWpiFGnp-QdmtNPLkMSyORFObqwxgWpzvUL4zo2b9EjRaRRxhAs_S5ClkGWumn1AQ03VhFykOxO-K7k9bPBmb5F_7H7pSgtbftQU_GLtMStS7-H1UDxlc-XGOtg5AxtsLmw_DnIKql8ZTN9I8yLXdpvEQtRtEb7zJ0klqn5zsF9HjZ261iEaBvv90Rl68FP3_fS4AOm7l12oVWwGY9YTDBhq30RJo5xi7FpttOAUjOETumdnvBJmDrNzqdAmuKww6QLt0FJMEnEwqdYtbo-jj9tzFBYIKxKIGEQFhVEk6-yM9NTZ7WOi-P7LeAE_E94AS8kY7h38kJZFUFYvNNzg1gLysE0HBWWAHyF53ZtyGQj73f_-jkOY1jY6yeqawI6ib2J0XbEVzAWbp_9tl-s3Rdt0aYNNFWA==&p=0&fvj=1&vjs=3
359,            Biomarker Data Specialist II,"Seattle Genetics, Inc.",4.0 out of 5 star rating,save job - more...,"
            Independently oversee laboratory data management procedures including authoring data transfer plans, data review plans and overseeing the transfer, processing…",21 reviews,https://www.indeed.com//cmp/Seattle-Genetics/reviews?campaignid=cmplinktst2&amp;from=SERP&amp;jt=Biomarker+Data+Specialist+II&amp;fromjk=a5b9d3a08facb093&amp;jcid=7e88ae3a86d0dbbd,NULL,https://www.indeed.com/rc/clk?jk=a5b9d3a08facb093&fccid=964aa0ffb0ab70b8&vjs=3
360,            Revenue Reporting & Planning Analyst,Windstar Cruises,3.3 out of 5 star rating,26 days ago,"
            The Revenue Reporting & Planning Analyst position is responsible for providing analysis and reporting for Windstar’s commercial team.",26 reviews,https://www.indeed.com//cmp/Windstar-Cruises/reviews?campaignid=cmplinktst2&amp;from=SERP&amp;jt=Revenue+Reporting+%26+Planning+Analyst&amp;fromjk=1e732b664b997412&amp;jcid=9cd3642be4623d27,NULL,https://www.indeed.com/rc/clk?jk=1e732b664b997412&fccid=9cd3642be4623d27&vjs=3
361,            Direct to Consumer Inventory Analyst,Tommy Bahama,3.7 out of 5 star rating,5 days ago,"
            Apply store knowledge based upon attributes, field input, and historical data to influence and direct distribution decisions. ESSENTIALS FOR LIFE IN PARADISE.",372 reviews,https://www.indeed.com//cmp/Tommy-Bahama/reviews?campaignid=cmplinktst2&amp;from=SERP&amp;jt=Direct+to+Consumer+Inventory+Analyst&amp;fromjk=a221a027fcdbf2b5&amp;jcid=59496fb7ffa57785,NULL,https://www.indeed.com/rc/clk?jk=a221a027fcdbf2b5&fccid=59496fb7ffa57785&vjs=3
362,            Junior Research Analyst,Course5 Intelligence,NULL,save job - more...,"
            Proven data gathering and analytical skills. The Junior Research Analyst will work within the client's Market Research Team to oversee activities, analysis, and…",NULL,NULL,NULL,https://www.indeed.com/rc/clk?jk=c52c19aced4f1ffd&fccid=f0245bd51fee7608&vjs=3
363,            Starbucks Operations Finance Analyst,Nestle USA,3.7 out of 5 star rating,Nestle Health Science,"
            The analyst exercises good judgment, stays focused on results, and ensures the integrity of financial reporting in a fast-paced, dynamic environment.","1,313 reviews",https://www.indeed.com//cmp/Nestle-USA/reviews?campaignid=cmplinktst2&amp;from=SERP&amp;jt=Starbucks+Operations+Finance+Analyst&amp;fromjk=9408e1fa2968399e&amp;jcid=bb384ca0a6d3d491,NULL,https://www.indeed.com/rc/clk?jk=9408e1fa2968399e&fccid=bb384ca0a6d3d491&vjs=3
